142678	220.6	MIB2	chr1	1550792	1565992
8510	248.454	MMP23B	chr1	1567557	1570032
984	252.458	CDK11B	chr1	1570600	1655861
728661	158.044	SLC35E2B	chr1	1592936	1624245
728642	148.826	CDK11A	chr1	1633820	1656006
9906	159.699	SLC35E2	chr1	1656274	1677440
65220	200.525	NADK	chr1	1682668	1690083
2782	189.795	GNB1	chr1	1716721	1822558
163688	162.179	CALML6	chr1	1846263	1848735
339456	151.448	TMEM52	chr1	1849026	1850742
85452	201.901	CFAP74	chr1	1853387	1935278
2563	175.745	GABRD	chr1	1950765	1962194
5590	173.345	PRKCZ	chr1	1981906	2116840
199990	214.184	FAAP20	chr1	2115896	2126216
6497	184.077	SKI	chr1	2160131	2241654
79906	180.301	MORN1	chr1	2252689	2323192
11079	214.873	RER1	chr1	2323211	2336887
5192	169.501	PEX10	chr1	2336238	2344012
9651	140.685	PLCH2	chr1	2398895	2436971
55229	146.708	PANK4	chr1	2439967	2458069
388585	151.779	HES5	chr1	2460181	2461686
8764	134.238	TNFRSF14	chr1	2487801	2497063
127281	187.843	FAM213B	chr1	2517896	2522910
79258	173.2	MMEL1	chr1	2522078	2564483
100287898	264.949	TTC34	chr1	2572804	2706232
140625	164.13	ACTRT2	chr1	2938043	2939469
63976	162.137	PRDM16	chr1	2985739	3355187
27237	157.516	ARHGEF16	chr1	3371144	3397679
1953	151.265	MEGF6	chr1	3404503	3528061
127262	200.591	TPRG1L	chr1	3541553	3546696
49856	144.132	WRAP73	chr1	3547328	3566673
7161	167.072	TP73	chr1	3569126	3652767
148870	183.868	CCDC27	chr1	3668962	3688211
388588	162.415	SMIM1	chr1	3689322	3692548
57470	150.025	LRRC47	chr1	3696781	3713070
9731	150.495	CEP104	chr1	3728642	3773799
1677	130.002	DFFB	chr1	3773828	3801995
339448	160.182	C1orf174	chr1	3805694	3816859
55966	176.925	AJAP1	chr1	4715102	4843853
261734	187.046	NPHP4	chr1	5922865	6052535
8514	187.859	KCNAB2	chr1	6052355	6161255
26038	160.283	CHD5	chr1	6161844	6240196
6146	176.683	RPL22	chr1	6245077	6259681
388591	224.381	RNF207	chr1	6266186	6281361
23463	202.483	ICMT	chr1	6281250	6296046
390992	246.886	HES3	chr1	6304249	6305640
387509	191.548	GPR153	chr1	6307403	6321037
11332	188.403	ACOT7	chr1	6324329	6419006
54626	152.119	HES2	chr1	6475291	6479981
83715	189.68	ESPN	chr1	6484845	6521006
8718	177.344	TNFRSF25	chr1	6521211	6526257
57449	196.5	PLEKHG5	chr1	6526149	6551763
79707	155.542	NOL9	chr1	6581404	6614660
80835	188.618	TAS1R1	chr1	6615335	6639819
3104	130.036	ZBTB48	chr1	6640048	6649342
9903	156.723	KLHL21	chr1	6650781	6662960
148479	126.319	PHF13	chr1	6673753	6684095
90326	139.488	THAP3	chr1	6684922	6693644
55735	142.157	DNAJC11	chr1	6694225	6761968
23261	169.427	CAMTA1	chr1	6845381	6932109
9341	175.054	VAMP3	chr1	7831326	7841494
8863	170.676	PER3	chr1	7844486	7905242
10911	153.578	UTS2	chr1	7907669	7913106
3604	180.898	TNFRSF9	chr1	7975928	8003227
11315	185.333	PARK7	chr1	8021711	8045344
54206	174.155	ERRFI1	chr1	8071776	8086395
50651	153.264	SLC45A1	chr1	8378142	8404229
473	195.195	RERE	chr1	8412461	8877701
2023	153.183	ENO1	chr1	8921056	8939153
765	142.457	CA6	chr1	9005890	9035150
155184	257.447	SLC2A7	chr1	9063356	9086406
6518	151.248	SLC2A5	chr1	9097002	9129889
80045	160.653	GPR157	chr1	9164473	9189231
9563	200.133	H6PD	chr1	9294860	9331396
80176	157.453	SPSB1	chr1	9352938	9429592
84275	172.155	SLC25A33	chr1	9599525	9642833
199953	183.675	TMEM201	chr1	9648929	9674937
5293	190.199	PIK3CD	chr1	9711786	9788982
22883	154.685	CLSTN1	chr1	9789076	9884586
56998	139.822	CTNNBIP1	chr1	9908331	9970318
84328	190.774	LZIC	chr1	9982168	10003487
64802	173.852	NMNAT1	chr1	10002978	10045558
116362	160.231	RBP7	chr1	10057252	10076080
10277	174.208	UBE4B	chr1	10093038	10241298
23095	183.342	KIF1B	chr1	10270761	10368657
5226	150.284	PGD	chr1	10459046	10480570
378708	196.181	CENPS	chr1	10490156	10502874
1325	176.641	CORT	chr1	10509773	10512062
1676	156.626	DFFA	chr1	10520600	10532615
5195	159.407	PEX14	chr1	10535000	10690817
54897	174.689	CASZ1	chr1	10696663	10856735
148345	164.992	C1orf127	chr1	11006527	11042096
23435	224.877	TARDBP	chr1	11072676	11085551
10747	196.486	MASP2	chr1	11086577	11107298
6723	174.397	SRM	chr1	11114646	11120093
5394	172.104	EXOSC10	chr1	11126667	11159969
2475	193.037	MTOR	chr1	11166585	11322610
10218	120.192	ANGPTL7	chr1	11249343	11256040
29914	191.774	UBIAD1	chr1	11333252	11348493
57540	206.12	DISP3	chr1	11539292	11597642
26232	185.115	FBXO2	chr1	11708415	11714890
93611	188.572	FBXO44	chr1	11714429	11723386
26270	162.28	FBXO6	chr1	11724147	11734411
10459	205.569	MAD2L2	chr1	11734534	11751680
374946	183.49	DRAXIN	chr1	11751778	11780338
57085	180.448	AGTRAP	chr1	11796139	11810830
284498	157.781	C1orf167	chr1	11822247	11849644
4524	198.459	MTHFR	chr1	11845784	11863736
1185	135.973	CLCN6	chr1	11866150	11903203
4878	147.672	NPPA	chr1	11905764	11907842
4879	131.219	NPPB	chr1	11917518	11918994
90231	193.719	KIAA2013	chr1	11979642	11986487
5351	157.51	PLOD1	chr1	11994721	12035601
9927	165.214	MFN2	chr1	12040235	12073574
60672	191.984	MIIP	chr1	12079296	12092108
943	137.716	TNFRSF8	chr1	12123431	12204266
7133	116.742	TNFRSF1B	chr1	12227057	12269279
55187	189.229	VPS13D	chr1	12290093	12572100
9249	140.38	DHRS3	chr1	12627936	12676790
343066	252.887	AADACL4	chr1	12704563	12727099
126767	246.786	AADACL3	chr1	12776115	12788728
93190	140.838	C1orf158	chr1	12806131	12821104
390999	127.962	PRAMEF12	chr1	12834988	12838050
65121	158.611	PRAMEF1	chr1	12851543	12856779
440560	197.348	PRAMEF11	chr1	12884615	12891266
649330	182.787	HNRNPCL3	chr1	12907227	12908237
343069	224.367	HNRNPCL1	chr1	12907227	12908611
65122	226.59	PRAMEF2	chr1	12916938	12921766
400735	234.366	PRAMEF4	chr1	12939030	12946027
441871	248.337	PRAMEF7	chr1	12976464	13611535
391002	244.019	PRAMEF8	chr1	12976464	13611535
440561	244.414	PRAMEF6	chr1	12998299	13368938
343070	248.759	PRAMEF9	chr1	12998502	13002355
391003	261.059	PRAMEF18	chr1	13035496	13698407
441873	254.876	PRAMEF25	chr1	13052237	13112704
645359	255.755	PRAMEF26	chr1	13052391	13112704
343068	248.466	PRAMEF5	chr1	13108511	13369059
440563	257.861	HNRNPCL2	chr1	13182957	13184328
343071	177.694	PRAMEF10	chr1	13409125	13635301
653619	246.87	PRAMEF15	chr1	13421173	13648989
729528	244.161	PRAMEF14	chr1	13447411	13673513
645414	254.412	PRAMEF19	chr1	13474050	13698407
391004	242.315	PRAMEF17	chr1	13495255	13719091
645425	242.856	PRAMEF20	chr1	13516063	13747805
126755	159.562	LRRC38	chr1	13801442	13840244
10630	168.949	PDPN	chr1	13910249	13944454
7799	210.598	PRDM2	chr1	14026732	14151576
23254	192.482	KAZN	chr1	14925210	15394653
55092	137.402	TMEM51	chr1	15479025	15546976
114827	226.293	FHAD1	chr1	15573765	15724624
79180	154.415	EFHD2	chr1	15736388	15756841
11330	149.388	CTRC	chr1	15764935	15773155
63036	193.206	CELA2A	chr1	15783220	15798588
51032	118.61	CELA2B	chr1	15802593	15817897
842	184.664	CASP9	chr1	15817893	15850942
23341	154.983	DNAJC16	chr1	15853305	15898230
79814	159.169	AGMAT	chr1	15898191	15911607
84301	137.296	DDI2	chr1	15943950	15987554
6248	137.631	RSC1A1	chr1	15986205	15988527
23207	130.174	PLEKHM2	chr1	16010795	16061266
284723	192.325	SLC25A34	chr1	16062806	16067889
388595	251.932	TMEM82	chr1	16068984	16074294
54751	202.694	FBLIM1	chr1	16083151	16113091
440567	255.326	UQCRHL	chr1	16133654	16134196
23013	206.248	SPEN	chr1	16174356	16266952
7709	158.455	ZBTB17	chr1	16268361	16302629
149563	142.903	C1orf64	chr1	16330728	16333192
27129	163.309	HSPB7	chr1	16340520	16345287
1187	158.041	CLCNKA	chr1	16348483	16360547
1188	187.603	CLCNKB	chr1	16370228	16383823
348487	160.319	FAM131C	chr1	16384261	16400129
1969	148.928	EPHA2	chr1	16450829	16482606
128272	148.98	ARHGEF19	chr1	16524346	16539168
79363	131.397	RSG1	chr1	16558179	16563661
54455	169.181	FBXO42	chr1	16573332	16678988
26099	177.783	SZRD1	chr1	16693522	16724645
374955	208.341	SPATA21	chr1	16725135	16763921
55707	168.241	NECAP2	chr1	16767164	16786586
55672	160.394	NBPF1	chr1	16888919	16940102
729574	245.516	FAM231A	chr1	16999495	17060958
9696	167.566	CROCC	chr1	17248442	17299476
4237	136.638	MFAP2	chr1	17300996	17308083
23400	186.019	ATP13A2	chr1	17312450	17338469
6390	212.528	SDHB	chr1	17345222	17380667
11240	161.941	PADI2	chr1	17393253	17445950
29943	170.215	PADI1	chr1	17531618	17572503
51702	131.435	PADI3	chr1	17575590	17610729
23569	151.873	PADI4	chr1	17634687	17690497
353238	255.53	PADI6	chr1	17698688	17728197
55920	182.815	RCC2	chr1	17733248	17765061
55160	156.466	ARHGEF10L	chr1	17866327	18024366
81569	128.424	ACTL8	chr1	18081805	18153560
84966	146.411	IGSF21	chr1	18434237	18704979
127707	195.027	KLHDC7A	chr1	18807421	18812482
5081	154.158	PAX7	chr1	18957497	19062634
80834	150.33	TAS1R2	chr1	19166090	19186157
8659	186.654	ALDH4A1	chr1	19197921	19229295
126917	167.374	IFFO2	chr1	19230771	19282828
23352	189.639	UBR4	chr1	19400997	19536748
23065	182.31	EMC1	chr1	19542155	19578055
51154	146.246	MRTO4	chr1	19578072	19586624
246181	246.638	AKR7L	chr1	19592473	19600618
22977	132.923	AKR7A3	chr1	19609054	19615282
8574	180.891	AKR7A2	chr1	19629199	19638642
54896	154.856	PQLC2	chr1	19638737	19655796
832	190.516	CAPZB	chr1	19665264	19812137
440574	219.018	MINOS1	chr1	19923468	19956317
4681	170.861	NBL1	chr1	19969720	19984951
3362	202.557	HTR6	chr1	19991777	20007461
255104	194.358	TMCO4	chr1	20008703	20126516
54546	133.664	RNF186	chr1	20140519	20141773
23252	149.941	OTUD3	chr1	20208885	20239439
30814	127.742	PLA2G2E	chr1	20246797	20250112
5320	114.514	PLA2G2A	chr1	20301921	20306154
5322	161.392	PLA2G5	chr1	20396698	20418396
26279	162.781	PLA2G2D	chr1	20439140	20446061
64600	144.363	PLA2G2F	chr1	20465820	20476881
391013	247.411	PLA2G2C	chr1	20489582	20503859
127733	186.886	UBXN10	chr1	20512568	20522543
127731	236.973	VWA5B1	chr1	20617409	20681389
55450	170.915	CAMK2N1	chr1	20808881	20812730
79594	126.489	MUL1	chr1	20825938	20834676
163933	156.167	FAM43B	chr1	20878929	20881515
978	127.905	CDA	chr1	20915441	20945402
65018	192.867	PINK1	chr1	20959945	20978006
1650	183.421	DDOST	chr1	20978257	20988039
57576	134.989	KIF17	chr1	20990504	21044512
400745	153.556	SH2D5	chr1	21046222	21059135
50809	147.148	HP1BP3	chr1	21069168	21113183
8672	205.126	EIF4G3	chr1	21132782	21437878
1889	182.243	ECE1	chr1	21543737	21606185
84224	198.855	NBPF3	chr1	21766580	21811395
249	160.085	ALPL	chr1	21835848	21904907
5909	222.053	RAP1GAP	chr1	21922711	21995875
84196	173.952	USP48	chr1	22005069	22109694
401944	253.158	LDLRAD2	chr1	22138755	22151716
3339	177.844	HSPG2	chr1	22148722	22263792
23436	130.535	CELA3B	chr1	22303384	22315849
10136	214.083	CELA3A	chr1	22328146	22339037
998	198.169	CDC42	chr1	22379117	22419438
54361	159.903	WNT4	chr1	22443795	22469521
9923	166.101	ZBTB40	chr1	22778341	22857652
2046	179.323	EPHA8	chr1	22889992	22930089
712	113.919	C1QA	chr1	22962996	22966177
714	174.631	C1QC	chr1	22970107	22974606
713	111.904	C1QB	chr1	22979471	22988131
2048	209.335	EPHB2	chr1	23037328	23247995
646262	252.953	LACTBL1	chr1	23279533	23291925
729059	210.915	TEX46	chr1	23337324	23342345
23028	168.342	KDM1A	chr1	23345938	23410186
7798	170.336	LUZP1	chr1	23410513	23495353
3352	136.785	HTR1D	chr1	23518385	23521224
10236	214.164	HNRNPR	chr1	23631178	23670859
80818	173.367	ZNF436	chr1	23685938	23694881
6920	203.632	TCEA3	chr1	23707399	23751274
55616	175.175	ASAP3	chr1	23755053	23810752
1870	153.839	E2F2	chr1	23832917	23857714
3399	133.4	ID3	chr1	23884418	23886287
6135	147.92	RPL11	chr1	24018266	24022917
6924	177.707	ELOA	chr1	24069853	24088551
57095	179.149	PITHD1	chr1	24104873	24114724
11313	171.826	LYPLA2	chr1	24117643	24122031
2582	147.494	GALE	chr1	24122086	24127036
3155	159.811	HMGCL	chr1	24128364	24151951
2517	175.2	FUCA1	chr1	24171569	24194861
1269	159.195	CNR2	chr1	24200457	24239819
55629	163.911	PNRC2	chr1	24286298	24289951
10772	235.998	SRSF10	chr1	24290834	50283
127294	191.402	MYOM3	chr1	24382528	24438667
58985	142.554	IL22RA1	chr1	24446258	24469777
163702	205.444	IFNLR1	chr1	24480644	24513767
57822	151.217	GRHL3	chr1	24645809	24681810
90529	207.113	STPG1	chr1	24683486	24740264
57185	187.064	NIPAL3	chr1	24739974	24799475
11123	137.555	RCAN3	chr1	24828838	24863512
400746	239.534	NCMAP	chr1	24882564	24935820
10250	211.397	SRRM1	chr1	24969591	24999774
25932	177.677	CLIC4	chr1	25071757	25170817
864	147.929	RUNX3	chr1	25225999	25291503
25949	168.049	SYF2	chr1	25548764	25559015
57035	174.139	RSRP1	chr1	25568725	25574012
6007	160.832	RHD	chr1	25598974	25656938
23585	155.826	TMEM50A	chr1	25664786	25688854
6006	147.875	RHCE	chr1	25688737	25747407
55219	148.486	TMEM57	chr1	25757346	25826700
26119	173.944	LDLRAP1	chr1	25870073	25895379
57134	196.571	MAN1C1	chr1	25943956	26112700
57190	198.433	SELENON	chr1	26126664	26144715
56181	173.887	MTFR1L	chr1	26146394	26159435
79000	166.806	AUNIP	chr1	26158401	26185951
164091	167.374	PAQR7	chr1	26187972	26197746
3925	186.98	STMN1	chr1	26210674	26232995
5051	180.401	PAFAH2	chr1	26286255	26324650
2134	133.159	EXTL1	chr1	26348268	26362956
7780	197.172	SLC30A2	chr1	26364510	26372631
84676	147.526	TRIM63	chr1	26377793	26394127
149420	188.108	PDIK1L	chr1	26437653	26452041
79927	115.023	FAM110D	chr1	26485508	26489121
51042	177.983	ZNF593	chr1	26496385	26497366
10256	138.608	CNKSR1	chr1	26503978	26516378
378807	249.444	CATSPER4	chr1	26517116	26529035
64793	158.355	CEP85	chr1	26560641	26605303
83442	147.618	SH3BGRL3	chr1	26606210	26608015
91544	165.855	UBXN11	chr1	26608770	26633197
1043	127.138	CD52	chr1	26644408	26647016
55057	242.068	CRYBG2	chr1	26648347	26680623
257101	141.234	ZNF683	chr1	26688122	26699287
79727	121.833	LIN28A	chr1	26737256	26756221
79947	151.926	DHDDS	chr1	26758770	26797797
3151	157.995	HMGN2	chr1	26798899	26803135
6195	148.226	RPS6KA1	chr1	26856246	26901522
8289	185.602	ARID1A	chr1	27022519	27108603
55650	141.991	PIGV	chr1	27114451	27124896
84243	154.658	ZDHHC18	chr1	27153198	27182213
2810	157.846	SFN	chr1	27189630	27190949
54707	134.917	GPN2	chr1	27205870	27216871
63906	124.563	GPATCH3	chr1	27216976	27226964
8431	134.097	NR0B2	chr1	27237972	27240569
10726	200.32	NUDC	chr1	27248210	27273364
126695	153.24	KDF1	chr1	27276044	27286903
388610	237.891	TRNP1	chr1	27320192	27327379
115572	160.615	FAM46B	chr1	27331508	27339335
6548	160.987	SLC9A1	chr1	27425297	27481623
23038	203.648	WDTC1	chr1	27561004	27635126
84065	172.453	TMEM222	chr1	27648633	27662893
84958	180.578	SYTL1	chr1	27668480	27680425
9064	142.172	MAP3K6	chr1	27681667	27693359
8547	111.859	FCN3	chr1	27695598	27701345
388611	257.915	CD164L2	chr1	27705663	27709825
2827	132.627	GPR3	chr1	27719145	27722319
10163	184.862	WASF2	chr1	27730727	27816700
27245	146.308	AHDC1	chr1	27860753	27930007
2268	109.889	FGR	chr1	27938798	27961729
2537	137.899	IFI6	chr1	27992569	27998726
199870	149.717	FAM76A	chr1	28052487	28089425
23673	164.518	STX12	chr1	28099691	28150965
5511	158.519	PPP1R8	chr1	28157249	28178185
9473	143.183	THEMIS2	chr1	28199051	28213198
6118	151.899	RPA2	chr1	28218033	28241310
27293	168.272	SMPDL3B	chr1	28261463	28285670
55113	145.87	XKR8	chr1	28285970	28294609
2140	143.881	EYA3	chr1	28296852	28415150
5724	184.206	PTAFR	chr1	28473674	28503457
22826	154.228	DNAJC8	chr1	28526787	28559544
93974	162.856	ATPIF1	chr1	28562599	28564618
83667	194.644	SESN2	chr1	28585960	28609004
54797	146.101	MED18	chr1	28655510	28662480
65979	145.845	PHACTR4	chr1	28696062	28826883
1104	170.023	RCC1	chr1	28832452	28865710
54952	157.75	TRNAU1AP	chr1	28879526	28905059
115273	151.564	RAB42	chr1	28918709	28921090
6883	135.576	TAF12	chr1	28929606	28969606
10691	123.269	GMEB1	chr1	28995237	29042117
51441	181.446	YTHDF2	chr1	29063130	29096289
4985	130.1	OPRD1	chr1	29138651	29190210
2035	187.971	EPB41	chr1	29213600	29446560
399474	201.877	TMEM200B	chr1	29445934	29449015
6429	166.008	SRSF4	chr1	29474247	29508639
51102	137.725	MECR	chr1	29519166	29557472
10076	157.277	PTPRU	chr1	29563025	29653327
4146	182.032	MATN1	chr1	31184121	31196434
7805	151.251	LAPTM5	chr1	31205312	31230685
9672	164.89	SDC3	chr1	31342310	31381482
9698	198.997	PUM1	chr1	31404350	31538566
79570	131.738	NKAIN1	chr1	31652589	31712736
9410	150.656	SNRNP40	chr1	31732412	31769646
51538	183.315	ZCCHC17	chr1	31769826	31837802
2170	173.627	FABP3	chr1	31838097	31846137
347735	180.04	SERINC2	chr1	31882409	31907529
64129	136.962	TINAGL1	chr1	32042083	32053289
3061	145.319	HCRTR1	chr1	32083298	32092921
553115	146.395	PEF1	chr1	32095460	32110840
1307	140.326	COL16A1	chr1	32117845	32169770
576	152.576	ADGRB2	chr1	32192703	32229666
90853	183.847	SPOCD1	chr1	32256020	32281654
8073	196.262	PTP4A2	chr1	32372019	32403990
10657	191.299	KHDRBS1	chr1	32479292	32509484
55116	134.202	TMEM39B	chr1	32537629	32568469
23633	179.499	KPNA6	chr1	32573641	32642170
200081	152.226	TXLNA	chr1	32645342	32663888
79140	138.858	CCDC28B	chr1	32665984	32670993
55721	118.757	IQCC	chr1	32671233	32674290
149069	152.291	DCDC2B	chr1	32674692	32681799
56063	211.322	TMEM234	chr1	32680075	32687974
8668	168.685	EIF3I	chr1	32687182	32697207
84734	140.914	FAM167B	chr1	32712815	32714463
3932	155.619	LCK	chr1	32716837	32751770
3065	180.76	HDAC1	chr1	32757705	32799226
65108	149.375	MARCKSL1	chr1	32799427	32801842
100128071	202.808	FAM229A	chr1	32826868	32827846
81629	185.943	TSSK3	chr1	32827859	32829926
55108	160.833	BSDC1	chr1	32830231	32860064
728116	189.29	ZBTB8B	chr1	32930655	32953461
653121	194.581	ZBTB8A	chr1	33004743	33071553
339487	177.195	ZBTB8OS	chr1	33086421	33116193
5928	186.186	RBBP4	chr1	33116746	33151814
81493	151.165	SYNC	chr1	33145504	33168363
57648	193.187	KIAA1522	chr1	33207509	33240573
8565	160.403	YARS	chr1	33240837	33283635
64766	155.061	S100PBP	chr1	33283040	33324482
252995	176.033	FNDC5	chr1	33327866	33336416
3208	129.741	HPCA	chr1	33352095	33360249
113452	183.084	TMEM54	chr1	33360191	33367043
127544	149.676	RNF19B	chr1	33402044	33430416
204	198.331	AK2	chr1	33473538	33502514
113451	189.523	AZIN2	chr1	33546711	33586134
55223	174.235	TRIM62	chr1	33611000	33647673
149076	164.367	ZNF362	chr1	33722171	33766322
127550	256.526	A3GALT2	chr1	33772364	33786701
1912	168.557	PHC2	chr1	33789221	33841196
7579	173.553	ZSCAN20	chr1	33938229	33961997
114784	185.254	CSMD2	chr1	33979596	34631445
127540	145.386	HMGB4	chr1	34326073	34330394
84970	154.461	C1orf94	chr1	34632481	34684733
2709	128.467	GJB5	chr1	35220645	35224115
127534	152.778	GJB4	chr1	35225339	35229327
2707	174.995	GJB3	chr1	35246787	35251967
2701	159.552	GJA4	chr1	35258596	35261350
113444	187.447	SMIM12	chr1	35315960	35324648
58512	185.12	DLGAP3	chr1	35331034	35395188
100506144	249.49	TMEM35B	chr1	35447124	35450950
9204	165.107	ZMYM6	chr1	35451764	35497571
79830	134.593	ZMYM1	chr1	35525384	35581461
6421	195.26	SFPQ	chr1	35641976	35658748
9202	206.858	ZMYM4	chr1	35734565	35887547
79932	158.393	KIAA0319L	chr1	35899088	36023039
23154	186.004	NCDN	chr1	36023390	36032382
339488	150.243	TFAP2E	chr1	36038968	36060929
5690	198.361	PSMB2	chr1	36065140	36097140
127703	142.122	C1orf216	chr1	36179474	36182514
63967	152.913	CLSPN	chr1	36185816	36235553
192670	149.668	AGO4	chr1	36273222	36323492
26523	161.558	AGO1	chr1	36335406	36389901
192669	153.76	AGO3	chr1	36396680	36522065
27285	114.244	TEKT2	chr1	36549673	36553878
54936	182.41	ADPRHL2	chr1	36554450	36559535
1296	181.097	COL8A2	chr1	36560834	36590687
27095	171.554	TRAPPC3	chr1	36602167	36615117
55700	170.148	MAP7D1	chr1	36621563	36646453
9967	153.94	THRAP3	chr1	36690010	36770959
79729	149.511	SH3D21	chr1	36771991	36786950
55194	152.442	EVA1B	chr1	36787628	36789757
83931	209.215	STK40	chr1	36805217	36851530
84967	176.164	LSM10	chr1	36859018	36863562
127700	168.049	OSCP1	chr1	36883504	36916088
64960	168.316	MRPS15	chr1	36921359	36930042
1441	126.443	CSF3R	chr1	36931641	36948917
2899	189.867	GRIK3	chr1	37261125	37499846
80149	129.495	ZC3H12A	chr1	37940116	37949980
64769	164.537	MEAF6	chr1	37955558	37980422
79753	121.517	SNIP1	chr1	38000047	38019947
7802	148.484	DNALI1	chr1	38022517	38032460
29889	170.563	GNL2	chr1	38032410	38061588
284654	162.486	RSPO1	chr1	38076948	38100597
54955	138.431	C1orf109	chr1	38147239	38156269
55143	162.707	CDCA8	chr1	38158070	38175393
284656	189.347	EPHA10	chr1	38181643	38230826
149175	215.259	MANEAL	chr1	38259771	38267280
79693	162.496	YRDC	chr1	38268611	38273867
127687	177.681	C1orf122	chr1	38273470	38275128
4520	161.067	MTF1	chr1	38275236	38325294
3633	151.974	INPP5B	chr1	38326366	38397465
10946	157.728	SF3A3	chr1	38422649	38455784
2275	125.547	FHL3	chr1	38462439	38471189
51118	169.371	UTP11	chr1	38478381	38490499
5453	195.747	POU3F1	chr1	38509520	38512452
64121	160.176	RRAGC	chr1	39303866	39325497
26292	172.891	MYCBP	chr1	39328159	39339052
81025	120.471	GJA9	chr1	39339736	39347300
54933	159.395	RHBDL2	chr1	39351475	39395187
79647	141.86	AKIRIN1	chr1	39456913	39471739
4725	172.856	NDUFS5	chr1	39491964	39500310
23499	177.174	MACF1	chr1	39549836	39952812
643314	140.085	KIAA0754	chr1	39875173	39882156
353500	238.165	BMP8A	chr1	39957315	39995543
8761	153.701	PABPC4	chr1	40026482	40042523
26508	169.87	HEYL	chr1	40089100	40105350
84618	157.367	NT5C1A	chr1	40124790	40137712
51440	201.725	HPCAL4	chr1	40144317	40157384
10450	170.703	PPIE	chr1	40204514	40229588
656	159.623	BMP8B	chr1	40222851	40254535
64064	139.007	OXCT2	chr1	40235194	40237022
54802	159.428	TRIT1	chr1	40306703	40349185
4610	154.98	MYCL	chr1	40361093	40367689
84879	201.967	MFSD2A	chr1	40420781	40435642
10487	151.366	CAP1	chr1	40505734	40538323
5538	154.437	PPT1	chr1	40538379	40563144
6018	154.776	RLF	chr1	40627038	40706595
127391	138.456	TMCO2	chr1	40713570	40717367
10269	180.718	ZMPSTE24	chr1	40723719	40759858
1298	164.757	COL9A2	chr1	40766160	40782941
64744	170.671	SMAP2	chr1	40839375	40889000
65243	116.113	ZFP69B	chr1	40916334	40929392
339559	189.683	ZFP69	chr1	40943299	40962017
64789	136.28	EXO5	chr1	40974388	40981724
127396	165.666	ZNF684	chr1	40997230	41013843
9783	194.596	RIMS3	chr1	41086349	41131326
4802	163.365	NFYC	chr1	41157239	41237277
9132	165.434	KCNQ4	chr1	41249681	41306126
163732	161.967	CITED4	chr1	41326725	41328020
1503	175.113	CTPS1	chr1	41444968	41478239
200172	196.681	SLFNL1	chr1	41481266	41487429
22955	156.671	SCMH1	chr1	41492868	41707817
100132074	169.275	FOXO6	chr1	41827600	41849265
1907	136.235	EDN2	chr1	41944443	41950356
59269	142.12	HIVEP3	chr1	41972033	42384380
2981	143.016	GUCA2B	chr1	42619089	42621497
2980	178.782	GUCA2A	chr1	42628359	42630397
22887	209.717	FOXJ3	chr1	42642207	42800638
284716	188.763	RIMKLA	chr1	42846465	42889902
84217	152.015	ZMYND12	chr1	42895998	42921940
79717	143.607	PPCS	chr1	42922009	42926903
728621	160.844	CCDC30	chr1	43000557	43120337
10465	168.552	PPIH	chr1	43124045	43142431
4904	181.648	YBX1	chr1	43147903	43169476
149461	187.712	CLDN19	chr1	43198761	43205927
64175	141.079	P3H1	chr1	43212003	43232757
79078	158.012	C1orf50	chr1	43232913	43241415
